date,product_id,product_name,category,quantity_sold,revenue,orders
2025-09-05,3,원목 핸들 머그컵,주방,9,135000,7
2025-09-05,4,무광 세라믹 접시 세트,주방,10,240000,8
2025-09-05,5,북유럽 패브릭 포스터,인테리어,10,120000,8
2025-09-05,6,대용량 디퓨저,생활,10,200000,7
2025-09-05,7,아로마 캔들 세트,생활,8,200000,5
2025-09-05,8,무선 미니 가습기,가전,6,210000,4
2025-09-05,9,탁상용 저소음 선풍기,가전,8,360000,6
2025-09-05,10,프리미엄 호텔 침구 세트,침실,9,540000,8
2025-09-06,1,감성 무드등,조명,10,390000,10
2025-09-06,2,메모리폼 경추 베개,침실,6,174000,6
2025-09-06,3,원목 핸들 머그컵,주방,9,135000,7
2025-09-06,4,무광 세라믹 접시 세트,주방,6,144000,3
2025-09-06,5,북유럽 패브릭 포스터,인테리어,9,108000,7
2025-09-06,6,대용량 디퓨저,생활,13,260000,13
2025-09-06,7,아로마 캔들 세트,생활,13,325000,11
2025-09-06,8,무선 미니 가습기,가전,7,245000,6
2025-09-06,9,탁상용 저소음 선풍기,가전,9,405000,6
2025-09-06,10,프리미엄 호텔 침구 세트,침실,5,300000,5
2025-09-07,1,감성 무드등,조명,10,390000,10
2025-09-07,2,메모리폼 경추 베개,침실,8,232000,5
2025-09-07,3,원목 핸들 머그컵,주방,6,90000,4
2025-09-07,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-09-07,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-09-07,6,대용량 디퓨저,생활,10,200000,8
2025-09-07,7,아로마 캔들 세트,생활,9,225000,7
2025-09-07,8,무선 미니 가습기,가전,8,280000,8
2025-09-07,9,탁상용 저소음 선풍기,가전,8,360000,6
2025-09-07,10,프리미엄 호텔 침구 세트,침실,8,480000,8
2025-09-08,1,감성 무드등,조명,5,195000,5
2025-09-08,2,메모리폼 경추 베개,침실,6,174000,4
2025-09-08,3,원목 핸들 머그컵,주방,10,150000,7
2025-09-08,4,무광 세라믹 접시 세트,주방,12,288000,12
2025-09-08,5,북유럽 패브릭 포스터,인테리어,6,72000,5
2025-09-08,6,대용량 디퓨저,생활,10,200000,8
2025-09-08,7,아로마 캔들 세트,생활,4,100000,3
2025-09-08,8,무선 미니 가습기,가전,7,245000,4
2025-09-08,9,탁상용 저소음 선풍기,가전,4,180000,3
2025-09-08,10,프리미엄 호텔 침구 세트,침실,6,360000,3
2025-09-09,1,감성 무드등,조명,7,273000,6
2025-09-09,2,메모리폼 경추 베개,침실,4,116000,4
2025-09-09,3,원목 핸들 머그컵,주방,11,165000,10
2025-09-09,4,무광 세라믹 접시 세트,주방,9,216000,8
2025-09-09,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2025-09-09,6,대용량 디퓨저,생활,10,200000,8
2025-09-09,7,아로마 캔들 세트,생활,5,125000,3
2025-09-09,8,무선 미니 가습기,가전,7,245000,4
2025-09-09,9,탁상용 저소음 선풍기,가전,3,135000,1
2025-09-09,10,프리미엄 호텔 침구 세트,침실,6,360000,4
2025-09-10,1,감성 무드등,조명,7,273000,6
2025-09-10,2,메모리폼 경추 베개,침실,7,203000,4
2025-09-10,3,원목 핸들 머그컵,주방,10,150000,9
2025-09-10,4,무광 세라믹 접시 세트,주방,9,216000,6
2025-09-10,5,북유럽 패브릭 포스터,인테리어,6,72000,6
2025-09-10,6,대용량 디퓨저,생활,9,180000,9
2025-09-10,7,아로마 캔들 세트,생활,7,175000,7
2025-09-10,8,무선 미니 가습기,가전,5,175000,4
2025-09-10,9,탁상용 저소음 선풍기,가전,5,225000,4
2025-09-10,10,프리미엄 호텔 침구 세트,침실,6,360000,4
2025-09-11,1,감성 무드등,조명,9,351000,9
2025-09-11,2,메모리폼 경추 베개,침실,7,203000,4
2025-09-11,3,원목 핸들 머그컵,주방,9,135000,6
2025-09-11,4,무광 세라믹 접시 세트,주방,9,216000,6
2025-09-11,5,북유럽 패브릭 포스터,인테리어,7,84000,5
2025-09-11,6,대용량 디퓨저,생활,12,240000,10
2025-09-11,7,아로마 캔들 세트,생활,9,225000,9
2025-09-11,8,무선 미니 가습기,가전,4,140000,2
2025-09-11,9,탁상용 저소음 선풍기,가전,7,315000,4
2025-09-11,10,프리미엄 호텔 침구 세트,침실,5,300000,5
2025-09-12,1,감성 무드등,조명,9,351000,8
2025-09-12,2,메모리폼 경추 베개,침실,7,203000,5
2025-09-12,3,원목 핸들 머그컵,주방,10,150000,10
2025-09-12,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-09-12,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2025-09-12,6,대용량 디퓨저,생활,8,160000,6
2025-09-12,7,아로마 캔들 세트,생활,7,175000,6
2025-09-12,8,무선 미니 가습기,가전,6,210000,3
2025-09-12,9,탁상용 저소음 선풍기,가전,10,450000,7
2025-09-12,10,프리미엄 호텔 침구 세트,침실,4,240000,2
2025-09-13,1,감성 무드등,조명,10,390000,8
2025-09-13,2,메모리폼 경추 베개,침실,6,174000,3
2025-09-13,3,원목 핸들 머그컵,주방,9,135000,6
2025-09-13,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-09-13,5,북유럽 패브릭 포스터,인테리어,8,96000,8
2025-09-13,6,대용량 디퓨저,생활,13,260000,11
2025-09-13,7,아로마 캔들 세트,생활,11,275000,11
2025-09-13,8,무선 미니 가습기,가전,8,280000,7
2025-09-13,9,탁상용 저소음 선풍기,가전,9,405000,7
2025-09-13,10,프리미엄 호텔 침구 세트,침실,4,240000,4
2025-09-14,1,감성 무드등,조명,11,429000,10
2025-09-14,2,메모리폼 경추 베개,침실,5,145000,5
2025-09-14,3,원목 핸들 머그컵,주방,7,105000,4
2025-09-14,4,무광 세라믹 접시 세트,주방,7,168000,4
2025-09-14,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-09-14,6,대용량 디퓨저,생활,10,200000,8
2025-09-14,7,아로마 캔들 세트,생활,9,225000,7
2025-09-14,8,무선 미니 가습기,가전,6,210000,5
2025-09-14,9,탁상용 저소음 선풍기,가전,10,450000,10
2025-09-14,10,프리미엄 호텔 침구 세트,침실,9,540000,7
2025-09-15,1,감성 무드등,조명,5,195000,4
2025-09-15,2,메모리폼 경추 베개,침실,5,145000,3
2025-09-15,3,원목 핸들 머그컵,주방,9,135000,7
2025-09-15,4,무광 세라믹 접시 세트,주방,11,264000,8
2025-09-15,5,북유럽 패브릭 포스터,인테리어,4,48000,1
2025-09-15,6,대용량 디퓨저,생활,8,160000,5
2025-09-15,7,아로마 캔들 세트,생활,6,150000,5
2025-09-15,8,무선 미니 가습기,가전,7,245000,4
2025-09-15,9,탁상용 저소음 선풍기,가전,5,225000,3
2025-09-15,10,프리미엄 호텔 침구 세트,침실,4,240000,4
2025-09-16,1,감성 무드등,조명,8,312000,5
2025-09-16,2,메모리폼 경추 베개,침실,4,116000,2
2025-09-16,3,원목 핸들 머그컵,주방,12,180000,12
2025-09-16,4,무광 세라믹 접시 세트,주방,6,144000,4
2025-09-16,5,북유럽 패브릭 포스터,인테리어,4,48000,2
2025-09-16,6,대용량 디퓨저,생활,9,180000,6
2025-09-16,7,아로마 캔들 세트,생활,5,125000,4
2025-09-16,8,무선 미니 가습기,가전,6,210000,3
2025-09-16,9,탁상용 저소음 선풍기,가전,4,180000,3
2025-09-16,10,프리미엄 호텔 침구 세트,침실,4,240000,2
2025-09-17,1,감성 무드등,조명,8,312000,5
2025-09-17,2,메모리폼 경추 베개,침실,4,116000,2
2025-09-17,3,원목 핸들 머그컵,주방,13,195000,12
2025-09-17,4,무광 세라믹 접시 세트,주방,10,240000,8
2025-09-17,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2025-09-17,6,대용량 디퓨저,생활,7,140000,4
2025-09-17,7,아로마 캔들 세트,생활,10,250000,9
2025-09-17,8,무선 미니 가습기,가전,6,210000,4
2025-09-17,9,탁상용 저소음 선풍기,가전,4,180000,3
2025-09-17,10,프리미엄 호텔 침구 세트,침실,3,180000,2
2025-09-18,1,감성 무드등,조명,8,312000,6
2025-09-18,2,메모리폼 경추 베개,침실,4,116000,1
2025-09-18,3,원목 핸들 머그컵,주방,8,120000,7
2025-09-18,4,무광 세라믹 접시 세트,주방,8,192000,8
2025-09-18,5,북유럽 패브릭 포스터,인테리어,6,72000,6
2025-09-18,6,대용량 디퓨저,생활,10,200000,10
2025-09-18,7,아로마 캔들 세트,생활,9,225000,6
2025-09-18,8,무선 미니 가습기,가전,5,175000,2
2025-09-18,9,탁상용 저소음 선풍기,가전,6,270000,4
2025-09-18,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2025-09-19,1,감성 무드등,조명,4,156000,3
2025-09-19,2,메모리폼 경추 베개,침실,8,232000,6
2025-09-19,3,원목 핸들 머그컵,주방,10,150000,9
2025-09-19,4,무광 세라믹 접시 세트,주방,7,168000,4
2025-09-19,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2025-09-19,6,대용량 디퓨저,생활,13,260000,11
2025-09-19,7,아로마 캔들 세트,생활,10,250000,8
2025-09-19,8,무선 미니 가습기,가전,6,210000,4
2025-09-19,9,탁상용 저소음 선풍기,가전,7,315000,5
2025-09-19,10,프리미엄 호텔 침구 세트,침실,9,540000,7
2025-09-20,1,감성 무드등,조명,11,429000,9
2025-09-20,2,메모리폼 경추 베개,침실,9,261000,9
2025-09-20,3,원목 핸들 머그컵,주방,10,150000,9
2025-09-20,4,무광 세라믹 접시 세트,주방,8,192000,8
2025-09-20,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-09-20,6,대용량 디퓨저,생활,11,220000,9
2025-09-20,7,아로마 캔들 세트,생활,11,275000,11
2025-09-20,8,무선 미니 가습기,가전,6,210000,3
2025-09-20,9,탁상용 저소음 선풍기,가전,8,360000,7
2025-09-20,10,프리미엄 호텔 침구 세트,침실,8,480000,8
2025-09-21,1,감성 무드등,조명,9,351000,8
2025-09-21,2,메모리폼 경추 베개,침실,7,203000,5
2025-09-21,3,원목 핸들 머그컵,주방,5,75000,4
2025-09-21,4,무광 세라믹 접시 세트,주방,5,120000,2
2025-09-21,5,북유럽 패브릭 포스터,인테리어,8,96000,7
2025-09-21,6,대용량 디퓨저,생활,9,180000,8
2025-09-21,7,아로마 캔들 세트,생활,10,250000,10
2025-09-21,8,무선 미니 가습기,가전,7,245000,7
2025-09-21,9,탁상용 저소음 선풍기,가전,7,315000,6
2025-09-21,10,프리미엄 호텔 침구 세트,침실,5,300000,2
2025-09-22,1,감성 무드등,조명,6,234000,4
2025-09-22,2,메모리폼 경추 베개,침실,5,145000,3
2025-09-22,3,원목 핸들 머그컵,주방,10,150000,10
2025-09-22,4,무광 세라믹 접시 세트,주방,6,144000,5
2025-09-22,5,북유럽 패브릭 포스터,인테리어,3,36000,1
2025-09-22,6,대용량 디퓨저,생활,11,220000,10
2025-09-22,7,아로마 캔들 세트,생활,8,200000,8
2025-09-22,8,무선 미니 가습기,가전,5,175000,2
2025-09-22,9,탁상용 저소음 선풍기,가전,5,225000,2
2025-09-22,10,프리미엄 호텔 침구 세트,침실,5,300000,3
2025-09-23,1,감성 무드등,조명,8,312000,7
2025-09-23,2,메모리폼 경추 베개,침실,6,174000,6
2025-09-23,3,원목 핸들 머그컵,주방,12,180000,11
2025-09-23,4,무광 세라믹 접시 세트,주방,9,216000,8
2025-09-23,5,북유럽 패브릭 포스터,인테리어,4,48000,4
2025-09-23,6,대용량 디퓨저,생활,10,200000,9
2025-09-23,7,아로마 캔들 세트,생활,9,225000,8
2025-09-23,8,무선 미니 가습기,가전,5,175000,4
2025-09-23,9,탁상용 저소음 선풍기,가전,5,225000,4
2025-09-23,10,프리미엄 호텔 침구 세트,침실,6,360000,3
2025-09-24,1,감성 무드등,조명,4,156000,4
2025-09-24,2,메모리폼 경추 베개,침실,6,174000,3
2025-09-24,3,원목 핸들 머그컵,주방,7,105000,4
2025-09-24,4,무광 세라믹 접시 세트,주방,9,216000,7
2025-09-24,5,북유럽 패브릭 포스터,인테리어,5,60000,5
2025-09-24,6,대용량 디퓨저,생활,10,200000,8
2025-09-24,7,아로마 캔들 세트,생활,7,175000,6
2025-09-24,8,무선 미니 가습기,가전,8,280000,7
2025-09-24,9,탁상용 저소음 선풍기,가전,8,360000,5
2025-09-24,10,프리미엄 호텔 침구 세트,침실,4,240000,1
2025-09-25,1,감성 무드등,조명,5,195000,2
2025-09-25,2,메모리폼 경추 베개,침실,5,145000,4
2025-09-25,3,원목 핸들 머그컵,주방,7,105000,6
2025-09-25,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-09-25,5,북유럽 패브릭 포스터,인테리어,6,72000,5
2025-09-25,6,대용량 디퓨저,생활,14,280000,12
2025-09-25,7,아로마 캔들 세트,생활,8,200000,5
2025-09-25,8,무선 미니 가습기,가전,6,210000,6
2025-09-25,9,탁상용 저소음 선풍기,가전,7,315000,4
2025-09-25,10,프리미엄 호텔 침구 세트,침실,4,240000,4
2025-09-26,1,감성 무드등,조명,9,351000,7
2025-09-26,2,메모리폼 경추 베개,침실,8,232000,8
2025-09-26,3,원목 핸들 머그컵,주방,8,120000,6
2025-09-26,4,무광 세라믹 접시 세트,주방,9,216000,9
2025-09-26,5,북유럽 패브릭 포스터,인테리어,6,72000,3
2025-09-26,6,대용량 디퓨저,생활,11,220000,9
2025-09-26,7,아로마 캔들 세트,생활,8,200000,8
2025-09-26,8,무선 미니 가습기,가전,9,315000,8
2025-09-26,9,탁상용 저소음 선풍기,가전,5,225000,4
2025-09-26,10,프리미엄 호텔 침구 세트,침실,8,480000,8
2025-09-27,1,감성 무드등,조명,11,429000,10
2025-09-27,2,메모리폼 경추 베개,침실,10,290000,10
2025-09-27,3,원목 핸들 머그컵,주방,8,120000,7
2025-09-27,4,무광 세라믹 접시 세트,주방,5,120000,3
2025-09-27,5,북유럽 패브릭 포스터,인테리어,9,108000,8
2025-09-27,6,대용량 디퓨저,생활,17,340000,16
2025-09-27,7,아로마 캔들 세트,생활,9,225000,8
2025-09-27,8,무선 미니 가습기,가전,9,315000,8
2025-09-27,9,탁상용 저소음 선풍기,가전,12,540000,9
2025-09-27,10,프리미엄 호텔 침구 세트,침실,8,480000,7
2025-09-28,1,감성 무드등,조명,8,312000,5
2025-09-28,2,메모리폼 경추 베개,침실,4,116000,1
2025-09-28,3,원목 핸들 머그컵,주방,5,75000,4
2025-09-28,4,무광 세라믹 접시 세트,주방,6,144000,5
2025-09-28,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-09-28,6,대용량 디퓨저,생활,13,260000,10
2025-09-28,7,아로마 캔들 세트,생활,8,200000,5
2025-09-28,8,무선 미니 가습기,가전,7,245000,7
2025-09-28,9,탁상용 저소음 선풍기,가전,11,495000,9
2025-09-28,10,프리미엄 호텔 침구 세트,침실,8,480000,7
2025-09-29,1,감성 무드등,조명,8,312000,7
2025-09-29,2,메모리폼 경추 베개,침실,7,203000,7
2025-09-29,3,원목 핸들 머그컵,주방,11,165000,10
2025-09-29,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-09-29,5,북유럽 패브릭 포스터,인테리어,4,48000,4
2025-09-29,6,대용량 디퓨저,생활,11,220000,9
2025-09-29,7,아로마 캔들 세트,생활,9,225000,7
2025-09-29,8,무선 미니 가습기,가전,9,315000,6
2025-09-29,9,탁상용 저소음 선풍기,가전,7,315000,5
2025-09-29,10,프리미엄 호텔 침구 세트,침실,2,120000,1
2025-09-30,1,감성 무드등,조명,7,273000,7
2025-09-30,2,메모리폼 경추 베개,침실,8,232000,7
2025-09-30,3,원목 핸들 머그컵,주방,8,120000,7
2025-09-30,4,무광 세라믹 접시 세트,주방,9,216000,7
2025-09-30,5,북유럽 패브릭 포스터,인테리어,5,60000,2
2025-09-30,6,대용량 디퓨저,생활,9,180000,6
2025-09-30,7,아로마 캔들 세트,생활,6,150000,6
2025-09-30,8,무선 미니 가습기,가전,6,210000,4
2025-09-30,9,탁상용 저소음 선풍기,가전,4,180000,1
2025-09-30,10,프리미엄 호텔 침구 세트,침실,6,360000,3
2025-10-01,1,감성 무드등,조명,8,312000,7
2025-10-01,2,메모리폼 경추 베개,침실,6,174000,5
2025-10-01,3,원목 핸들 머그컵,주방,7,105000,7
2025-10-01,4,무광 세라믹 접시 세트,주방,8,192000,6
2025-10-01,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-10-01,6,대용량 디퓨저,생활,11,220000,10
2025-10-01,7,아로마 캔들 세트,생활,7,175000,5
2025-10-01,8,무선 미니 가습기,가전,6,210000,5
2025-10-01,9,탁상용 저소음 선풍기,가전,5,225000,5
2025-10-01,10,프리미엄 호텔 침구 세트,침실,6,360000,3
2025-10-02,1,감성 무드등,조명,8,312000,8
2025-10-02,2,메모리폼 경추 베개,침실,6,174000,5
2025-10-02,3,원목 핸들 머그컵,주방,11,165000,10
2025-10-02,4,무광 세라믹 접시 세트,주방,8,192000,8
2025-10-02,5,북유럽 패브릭 포스터,인테리어,8,96000,5
2025-10-02,6,대용량 디퓨저,생활,6,120000,3
2025-10-02,7,아로마 캔들 세트,생활,10,250000,9
2025-10-02,8,무선 미니 가습기,가전,5,175000,4
2025-10-02,9,탁상용 저소음 선풍기,가전,7,315000,4
2025-10-02,10,프리미엄 호텔 침구 세트,침실,5,300000,4
2025-10-03,1,감성 무드등,조명,9,351000,9
2025-10-03,2,메모리폼 경추 베개,침실,6,174000,5
2025-10-03,3,원목 핸들 머그컵,주방,7,105000,4
2025-10-03,4,무광 세라믹 접시 세트,주방,6,144000,5
2025-10-03,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2025-10-03,6,대용량 디퓨저,생활,11,220000,11
2025-10-03,7,아로마 캔들 세트,생활,8,200000,5
2025-10-03,8,무선 미니 가습기,가전,8,280000,5
2025-10-03,9,탁상용 저소음 선풍기,가전,7,315000,7
2025-10-03,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2025-10-04,1,감성 무드등,조명,11,429000,10
2025-10-04,2,메모리폼 경추 베개,침실,7,203000,5
2025-10-04,3,원목 핸들 머그컵,주방,10,150000,9
2025-10-04,4,무광 세라믹 접시 세트,주방,6,144000,6
2025-10-04,5,북유럽 패브릭 포스터,인테리어,10,120000,9
2025-10-04,6,대용량 디퓨저,생활,12,240000,9
2025-10-04,7,아로마 캔들 세트,생활,13,325000,12
2025-10-04,8,무선 미니 가습기,가전,10,350000,8
2025-10-04,9,탁상용 저소음 선풍기,가전,12,540000,11
2025-10-04,10,프리미엄 호텔 침구 세트,침실,9,540000,9
2025-10-05,1,감성 무드등,조명,10,390000,9
2025-10-05,2,메모리폼 경추 베개,침실,7,203000,5
2025-10-05,3,원목 핸들 머그컵,주방,6,90000,6
2025-10-05,4,무광 세라믹 접시 세트,주방,7,168000,4
2025-10-05,5,북유럽 패브릭 포스터,인테리어,8,96000,5
2025-10-05,6,대용량 디퓨저,생활,12,240000,9
2025-10-05,7,아로마 캔들 세트,생활,9,225000,7
2025-10-05,8,무선 미니 가습기,가전,7,245000,7
2025-10-05,9,탁상용 저소음 선풍기,가전,9,405000,6
2025-10-05,10,프리미엄 호텔 침구 세트,침실,8,480000,7
2025-10-06,1,감성 무드등,조명,6,234000,3
2025-10-06,2,메모리폼 경추 베개,침실,6,174000,6
2025-10-06,3,원목 핸들 머그컵,주방,12,180000,12
2025-10-06,4,무광 세라믹 접시 세트,주방,7,168000,5
2025-10-06,5,북유럽 패브릭 포스터,인테리어,3,36000,3
2025-10-06,6,대용량 디퓨저,생활,9,180000,8
2025-10-06,7,아로마 캔들 세트,생활,7,175000,6
2025-10-06,8,무선 미니 가습기,가전,8,280000,7
2025-10-06,9,탁상용 저소음 선풍기,가전,6,270000,4
2025-10-06,10,프리미엄 호텔 침구 세트,침실,5,300000,5
2025-10-07,1,감성 무드등,조명,9,351000,9
2025-10-07,2,메모리폼 경추 베개,침실,3,87000,0
2025-10-07,3,원목 핸들 머그컵,주방,8,120000,8
2025-10-07,4,무광 세라믹 접시 세트,주방,10,240000,7
2025-10-07,5,북유럽 패브릭 포스터,인테리어,4,48000,1
2025-10-07,6,대용량 디퓨저,생활,9,180000,8
2025-10-07,7,아로마 캔들 세트,생활,6,150000,3
2025-10-07,8,무선 미니 가습기,가전,6,210000,4
2025-10-07,9,탁상용 저소음 선풍기,가전,4,180000,2
2025-10-07,10,프리미엄 호텔 침구 세트,침실,4,240000,1
2025-10-08,1,감성 무드등,조명,10,390000,10
2025-10-08,2,메모리폼 경추 베개,침실,5,145000,4
2025-10-08,3,원목 핸들 머그컵,주방,10,150000,9
2025-10-08,4,무광 세라믹 접시 세트,주방,9,216000,7
2025-10-08,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-10-08,6,대용량 디퓨저,생활,10,200000,9
2025-10-08,7,아로마 캔들 세트,생활,3,75000,1
2025-10-08,8,무선 미니 가습기,가전,7,245000,5
2025-10-08,9,탁상용 저소음 선풍기,가전,6,270000,4
2025-10-08,10,프리미엄 호텔 침구 세트,침실,6,360000,4
2025-10-09,1,감성 무드등,조명,9,351000,9
2025-10-09,2,메모리폼 경추 베개,침실,6,174000,4
2025-10-09,3,원목 핸들 머그컵,주방,10,150000,8
2025-10-09,4,무광 세라믹 접시 세트,주방,8,192000,7
2025-10-09,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-10-09,6,대용량 디퓨저,생활,11,220000,9
2025-10-09,7,아로마 캔들 세트,생활,8,200000,7
2025-10-09,8,무선 미니 가습기,가전,8,280000,8
2025-10-09,9,탁상용 저소음 선풍기,가전,7,315000,4
2025-10-09,10,프리미엄 호텔 침구 세트,침실,5,300000,4
2025-10-10,1,감성 무드등,조명,9,351000,9
2025-10-10,2,메모리폼 경추 베개,침실,8,232000,8
2025-10-10,3,원목 핸들 머그컵,주방,8,120000,8
2025-10-10,4,무광 세라믹 접시 세트,주방,8,192000,5
2025-10-10,5,북유럽 패브릭 포스터,인테리어,10,120000,8
2025-10-10,6,대용량 디퓨저,생활,10,200000,10
2025-10-10,7,아로마 캔들 세트,생활,10,250000,8
2025-10-10,8,무선 미니 가습기,가전,9,315000,8
2025-10-10,9,탁상용 저소음 선풍기,가전,10,450000,9
2025-10-10,10,프리미엄 호텔 침구 세트,침실,9,540000,8
2025-10-11,1,감성 무드등,조명,11,429000,9
2025-10-11,2,메모리폼 경추 베개,침실,8,232000,6
2025-10-11,3,원목 핸들 머그컵,주방,7,105000,4
2025-10-11,4,무광 세라믹 접시 세트,주방,11,264000,8
2025-10-11,5,북유럽 패브릭 포스터,인테리어,7,84000,5
2025-10-11,6,대용량 디퓨저,생활,15,300000,14
2025-10-11,7,아로마 캔들 세트,생활,9,225000,9
2025-10-11,8,무선 미니 가습기,가전,8,280000,8
2025-10-11,9,탁상용 저소음 선풍기,가전,10,450000,8
2025-10-11,10,프리미엄 호텔 침구 세트,침실,10,600000,7
2025-10-12,1,감성 무드등,조명,10,390000,10
2025-10-12,2,메모리폼 경추 베개,침실,6,174000,3
2025-10-12,3,원목 핸들 머그컵,주방,8,120000,5
2025-10-12,4,무광 세라믹 접시 세트,주방,7,168000,5
2025-10-12,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-10-12,6,대용량 디퓨저,생활,10,200000,7
2025-10-12,7,아로마 캔들 세트,생활,9,225000,6
2025-10-12,8,무선 미니 가습기,가전,8,280000,5
2025-10-12,9,탁상용 저소음 선풍기,가전,7,315000,5
2025-10-12,10,프리미엄 호텔 침구 세트,침실,7,420000,4
2025-10-13,1,감성 무드등,조명,6,234000,3
2025-10-13,2,메모리폼 경추 베개,침실,6,174000,4
2025-10-13,3,원목 핸들 머그컵,주방,12,180000,12
2025-10-13,4,무광 세라믹 접시 세트,주방,8,192000,8
2025-10-13,5,북유럽 패브릭 포스터,인테리어,4,48000,2
2025-10-13,6,대용량 디퓨저,생활,10,200000,8
2025-10-13,7,아로마 캔들 세트,생활,8,200000,5
2025-10-13,8,무선 미니 가습기,가전,9,315000,6
2025-10-13,9,탁상용 저소음 선풍기,가전,2,90000,2
2025-10-13,10,프리미엄 호텔 침구 세트,침실,7,420000,7
2025-10-14,1,감성 무드등,조명,7,273000,5
2025-10-14,2,메모리폼 경추 베개,침실,5,145000,3
2025-10-14,3,원목 핸들 머그컵,주방,9,135000,9
2025-10-14,4,무광 세라믹 접시 세트,주방,12,288000,11
2025-10-14,5,북유럽 패브릭 포스터,인테리어,5,60000,4
2025-10-14,6,대용량 디퓨저,생활,10,200000,10
2025-10-14,7,아로마 캔들 세트,생활,5,125000,3
2025-10-14,8,무선 미니 가습기,가전,6,210000,4
2025-10-14,9,탁상용 저소음 선풍기,가전,7,315000,5
2025-10-14,10,프리미엄 호텔 침구 세트,침실,6,360000,6
2025-10-15,1,감성 무드등,조명,7,273000,7
2025-10-15,2,메모리폼 경추 베개,침실,7,203000,4
2025-10-15,3,원목 핸들 머그컵,주방,9,135000,9
2025-10-15,4,무광 세라믹 접시 세트,주방,8,192000,6
2025-10-15,5,북유럽 패브릭 포스터,인테리어,9,108000,7
2025-10-15,6,대용량 디퓨저,생활,7,140000,5
2025-10-15,7,아로마 캔들 세트,생활,4,100000,3
2025-10-15,8,무선 미니 가습기,가전,6,210000,3
2025-10-15,9,탁상용 저소음 선풍기,가전,5,225000,4
2025-10-15,10,프리미엄 호텔 침구 세트,침실,5,300000,5
2025-10-16,1,감성 무드등,조명,9,351000,8
2025-10-16,2,메모리폼 경추 베개,침실,7,203000,5
2025-10-16,3,원목 핸들 머그컵,주방,8,120000,6
2025-10-16,4,무광 세라믹 접시 세트,주방,6,144000,4
2025-10-16,5,북유럽 패브릭 포스터,인테리어,7,84000,7
2025-10-16,6,대용량 디퓨저,생활,10,200000,8
2025-10-16,7,아로마 캔들 세트,생활,8,200000,6
2025-10-16,8,무선 미니 가습기,가전,7,245000,5
2025-10-16,9,탁상용 저소음 선풍기,가전,8,360000,5
2025-10-16,10,프리미엄 호텔 침구 세트,침실,7,420000,5
2025-10-17,1,감성 무드등,조명,10,390000,10
2025-10-17,2,메모리폼 경추 베개,침실,8,232000,6
2025-10-17,3,원목 핸들 머그컵,주방,5,75000,4
2025-10-17,4,무광 세라믹 접시 세트,주방,6,144000,5
2025-10-17,5,북유럽 패브릭 포스터,인테리어,7,84000,4
2025-10-17,6,대용량 디퓨저,생활,10,200000,8
2025-10-17,7,아로마 캔들 세트,생활,9,225000,9
2025-10-17,8,무선 미니 가습기,가전,8,280000,8
2025-10-17,9,탁상용 저소음 선풍기,가전,7,315000,5
2025-10-17,10,프리미엄 호텔 침구 세트,침실,5,300000,4
2025-10-18,1,감성 무드등,조명,11,429000,8
2025-10-18,2,메모리폼 경추 베개,침실,10,290000,7
2025-10-18,3,원목 핸들 머그컵,주방,9,135000,8
2025-10-18,4,무광 세라믹 접시 세트,주방,7,168000,5
2025-10-18,5,북유럽 패브릭 포스터,인테리어,8,96000,8
2025-10-18,6,대용량 디퓨저,생활,15,300000,15
2025-10-18,7,아로마 캔들 세트,생활,14,350000,14
2025-10-18,8,무선 미니 가습기,가전,7,245000,5
2025-10-18,9,탁상용 저소음 선풍기,가전,8,360000,7
2025-10-18,10,프리미엄 호텔 침구 세트,침실,10,600000,9
2025-10-19,1,감성 무드등,조명,10,390000,7
2025-10-19,2,메모리폼 경추 베개,침실,6,174000,4
2025-10-19,3,원목 핸들 머그컵,주방,8,120000,5
2025-10-19,4,무광 세라믹 접시 세트,주방,6,144000,6
2025-10-19,5,북유럽 패브릭 포스터,인테리어,8,96000,7
2025-10-19,6,대용량 디퓨저,생활,9,180000,6
2025-10-19,7,아로마 캔들 세트,생활,8,200000,5
2025-10-19,8,무선 미니 가습기,가전,8,280000,6
2025-10-19,9,탁상용 저소음 선풍기,가전,7,315000,4
